Date,Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,LSTM_Predicted_Returns,LSTM_Predicted_Volatility,Historical_VaR_Breach,LSTM_VaR_Breach,Is_Stress_Period
2020-01-21,-0.007699669323266492,-0.014030922380877324,-0.02164728673583332,-0.014930890511655514,-0.018974889481813008,0.003297012827101786,0.010983712364759837,False,False,False
2020-01-22,-0.002666085232618718,-0.014030922380877324,-0.02164728673583332,-0.014476347531154605,-0.01956597431982936,0.004063480461322738,0.011460307776640357,False,False,False
2020-01-23,0.0017701446406512525,-0.014030922380877324,-0.02164728673583332,-0.014980420092147713,-0.02017564132915501,0.0038510921655992955,0.01174105150563874,False,False,False
2020-01-24,-0.01139590455444058,-0.014030922380877324,-0.02164728673583332,-0.015313236300745322,-0.019568182345493394,0.0037853452621342426,0.011381458773845046,False,False,False
2020-01-27,-0.019959678126995315,-0.014030922380877324,-0.02164728673583332,-0.014527610048394458,-0.01896176175884288,0.003802853476506114,0.011750157173221955,True,True,False
2020-01-28,0.009461830334363108,-0.014030922380877324,-0.021544740294867547,-0.016753801940250862,-0.02110501873943454,0.005270541648906366,0.01339072636170163,False,False,False
2020-01-29,-0.00645267181110064,-0.014030922380877324,-0.021544740294867547,-0.01585996967228629,-0.022050505562879977,0.003259625711224811,0.012265804501340906,False,False,False
2020-01-30,0.005672765818266223,-0.014030922380877324,-0.021544740294867547,-0.015572855784402205,-0.020431548160686902,0.004649097193633367,0.01212632943315654,False,False,False
2020-01-31,-0.0191052280916065,-0.014030922380877324,-0.021544740294867547,-0.01665254216666697,-0.020414921591691115,0.003295844379154106,0.012005396883137292,True,True,False
2020-02-03,0.005550274955753612,-0.014112348879252726,-0.02164339568589011,-0.015726812953215367,-0.02080416268051739,0.004666742923397093,0.011897024558729439,False,False,False
2020-02-04,0.012206533388263113,-0.014112348879252726,-0.02164339568589011,-0.013362657756018415,-0.019242421142072995,0.003744762652384777,0.011188768958065413,False,False,False
2020-02-05,0.016740564039915452,-0.014030922380877324,-0.021411902189030545,-0.013851610040299318,-0.018110516112144415,0.0035753455637141957,0.010731636924587198,False,False,False
2020-02-06,-0.0030150133578232454,-0.014030922380877324,-0.021411902189030545,-0.014157036679681814,-0.01816671389954642,0.0030690444417322245,0.010488019864097472,False,False,False
2020-02-07,-0.008729870456423313,-0.014030922380877324,-0.021411902189030545,-0.013966085774048266,-0.018165373062716504,0.003054758597240023,0.011021406082341837,False,False,False
2020-02-10,0.0033109784905709584,-0.013819611900057453,-0.021284516184899637,-0.01601677176750841,-0.022166286152748363,0.0033094937074604766,0.011969368558470377,False,False,False
2020-02-11,0.007840482235625626,-0.013566984562275269,-0.0210882174801875,-0.015300602243638056,-0.019383199875480494,0.00366171754833246,0.011246838262592273,False,False,False
2020-02-12,0.007380712739694774,-0.013566984562275269,-0.0210882174801875,-0.015103537034024457,-0.019901285477566925,0.0027012441887461183,0.011092071544944872,False,False,False
2020-02-13,8.338530831098764e-06,-0.013566984562275269,-0.0210882174801875,-0.014879847372588304,-0.01921219966165901,0.003339845517970782,0.010990791367425206,False,False,False
2020-02-14,-0.0016126037263007277,-0.0135222762555779,-0.02102718637492762,-0.015932752171594317,-0.020746447961743995,0.0029543588486326826,0.01124878563353439,False,False,False
2020-02-18,-0.003637701348392794,-0.0135222762555779,-0.02102718637492762,-0.014478167656165901,-0.018515130421390986,0.0033725489614848977,0.011017471383387304,False,False,True
2020-02-19,0.006001817617510565,-0.0135222762555779,-0.02102718637492762,-0.015810098300347488,-0.019973100845832384,0.0030921139827797786,0.01143474794717072,False,False,True
2020-02-20,-0.00011863789894531101,-0.0135222762555779,-0.02102718637492762,-0.014590218725723846,-0.0204626830898689,0.00322823178584735,0.011105931737823021,False,False,True
2020-02-21,-0.010843778602895664,-0.0135222762555779,-0.02102718637492762,-0.014864033118900617,-0.01944659923677756,0.004015373986002394,0.01147623740277428,False,False,True
2020-02-24,-0.03321934343941734,-0.0135222762555779,-0.02102718637492762,-0.0164859810224197,-0.02185237238343785,0.004043429757119627,0.012294091726544864,True,True,True
2020-02-25,-0.0368520344978197,-0.013566984562275269,-0.02141282128367872,-0.01859002842731676,-0.024588878002101112,0.005264019374277375,0.01472440805900121,True,True,True
2020-02-26,-0.014096856357335357,-0.013566984562275269,-0.02178429574492727,-0.020560937525671123,-0.02747113746682872,0.005796876638959173,0.016513818435134418,True,False,True
2020-02-27,-0.04310850852399767,-0.013819611900057453,-0.02179452679025402,-0.02156917848846903,-0.02742241392721336,0.005271261246726978,0.017199871952201868,True,True,True
2020-02-28,-0.011054784832520212,-0.014030922380877324,-0.02236623702272841,-0.026805340880735894,-0.03445332139001284,0.0055034537969642335,0.01956476939774794,False,False,True
2020-03-02,0.03819371093456679,-0.014030922380877324,-0.02236623702272841,-0.02560661259013292,-0.03291192621552653,0.0057169485331143135,0.018459778448744215,False,False,True
2020-03-03,-0.02518657214118398,-0.014030922380877324,-0.02236623702272841,-0.021486803647327787,-0.027306158982644976,0.004396073688750473,0.015486942596388787,True,True,True
2020-03-04,0.03440354660957883,-0.014088787734577357,-0.022584134453938778,-0.0224128153597748,-0.030583299721262665,0.004799810388678663,0.016374242319781195,False,False,True
2020-03-05,-0.035742271051014664,-0.014088787734577357,-0.022584134453938778,-0.017275759221085128,-0.025213695497974618,0.004490780419448945,0.013529853099003446,True,True,True
2020-03-06,-0.03129960037832447,-0.014120417502010726,-0.023008554349893275,-0.021733365482204926,-0.02880511928452252,0.005016405984085489,0.016402018786390405,True,True,True
2020-03-09,-0.13780617426452918,-0.014170692936983956,-0.023345152312758053,-0.02143365334451195,-0.02886829535160797,0.0052236525376537606,0.016653779765037777,True,True,True
2020-03-10,0.052585642438132144,-0.014256536187152223,-0.02576898057309704,-0.032518520015794056,-0.043109879095629876,0.00521155887932526,0.022905595235106328,False,False,True
2020-03-11,-0.06362231693813321,-0.014170692936983956,-0.025607067508695232,-0.026375394493179313,-0.034425715339476415,0.004914730187878989,0.0189498345723514,True,True,True
2020-03-12,-0.11499229118276832,-0.014256536187152223,-0.026576310331261743,-0.03255848735518016,-0.04195771504060697,0.0028120840340912574,0.022300196390331158,True,True,True
2020-03-13,0.08707123449617239,-0.014379595387692328,-0.028550828570392404,-0.04086560793439521,-0.05094247668393211,0.0005090484706597826,0.025062437819544408,False,False,True
2020-03-16,-0.15274961777151916,-0.014379595387692328,-0.028550828570392404,-0.03775685990102214,-0.047061275991173594,0.0002707081397116151,0.022775341481873813,True,True,True
