Date,Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,MonteCarlo_VaR,MonteCarlo_ES,Historical_VaR_Breach,LSTM_VaR_Breach,MonteCarlo_VaR_Breach,Is_Stress_Period
2020-01-21,-0.001763742496406368,-0.010888311067064041,-0.01860025588677785,-0.00952095359836239,-0.011796967803383336,-0.010478077931397576,-0.012871298468868355,False,False,False,False
2020-01-22,-0.0015897591464353754,-0.010888311067064041,-0.01860025588677785,-0.009070673294152688,-0.010904314521414668,-0.010762169923638376,-0.01377082359054798,False,False,False,False
2020-01-23,0.0038294906068172757,-0.01081262368307972,-0.018556783484139066,-0.008661959501119584,-0.011288625662077285,-0.009886346368820648,-0.012576718488855654,False,False,False,False
2020-01-24,-0.009483725654059217,-0.01081262368307972,-0.018556783484139066,-0.007717031190339473,-0.010583315846401299,-0.009710419201863656,-0.012017979887056935,False,True,False,False
2020-01-27,-0.013652538105264879,-0.01081262368307972,-0.018556783484139066,-0.01004728820587049,-0.012652187348798655,-0.009754242669761833,-0.012747036418265465,True,True,True,False
2020-01-28,0.007702043590017768,-0.01081262368307972,-0.01849479431263743,-0.019559250314270405,-0.022817542179710243,-0.010143539333233396,-0.013193466386155681,False,False,False,False
2020-01-29,-0.00414308515221488,-0.01081262368307972,-0.01849479431263743,-0.016229756867568824,-0.02025077403300192,-0.009472335034479184,-0.012295671658022795,False,False,False,False
2020-01-30,0.0024996131417767084,-0.01081262368307972,-0.01849479431263743,-0.018604167700566332,-0.022044105208132946,-0.010167665379483354,-0.013256342167075079,False,False,False,False
2020-01-31,-0.01657164949066943,-0.01081262368307972,-0.01849479431263743,-0.016731061657378934,-0.020254592527882122,-0.01107071007013445,-0.01399821096583107,True,False,True,False
2020-02-03,0.005055412837359812,-0.010888311067064041,-0.018606725166978273,-0.02490952572240874,-0.030644832676393334,-0.010833084653635906,-0.01315071950718249,False,False,False,False
2020-02-04,0.012623371147855014,-0.010888311067064041,-0.018606725166978273,-0.020818524455133637,-0.024300755333650625,-0.010467901852903815,-0.01271637562950785,False,False,False,False
2020-02-05,0.011890273252171376,-0.01081262368307972,-0.018416140899452847,-0.016772473352753853,-0.02077296734256789,-0.009762799237143122,-0.012671949411719403,False,False,False,False
2020-02-06,0.0004912638367195487,-0.01081262368307972,-0.018416140899452847,-0.01737458985358504,-0.021259794026493632,-0.009942592432568429,-0.012770565708945586,False,False,False,False
2020-02-07,-0.006173498873600698,-0.01081262368307972,-0.018416140899452847,-0.01963477463322268,-0.023843438901517702,-0.010083596105109524,-0.013058772630476678,False,False,False,False
2020-02-10,0.006386130058126167,-0.01070006833553873,-0.01826466910123103,-0.019987990686978974,-0.02424087669058943,-0.01083915890424083,-0.01332027143487752,False,False,False,False
2020-02-11,0.005449311924736171,-0.01064127263523715,-0.018091014962350105,-0.01581477164613986,-0.019366913814871222,-0.01109495965442514,-0.01379246790884231,False,False,False,False
2020-02-12,0.005339152671134898,-0.01064127263523715,-0.018091014962350105,-0.011242605726845512,-0.013998838773682671,-0.010598819722458826,-0.013522011261765396,False,False,False,False
2020-02-13,0.000946224772263216,-0.01064127263523715,-0.018091014962350105,-0.009062600987088372,-0.012041257683467423,-0.009678327391888482,-0.0134822100155815,False,False,False,False
2020-02-14,0.002993784003431385,-0.010580316164695928,-0.01800984553420525,-0.007956598592795483,-0.010812909721152765,-0.010551514886228857,-0.013582148226316502,False,False,False,False
2020-02-18,-0.0023598608837263175,-0.010580316164695928,-0.01800984553420525,-0.006971912898540809,-0.009655042087975399,-0.01069264274353168,-0.013156769301928323,False,False,False,True
2020-02-19,0.0011627284091531578,-0.010580316164695928,-0.01800984553420525,-0.006947124686171583,-0.009147851937030257,-0.010176360178680694,-0.012955379680955845,False,False,False,True
2020-02-20,0.00023721160235109292,-0.010580316164695928,-0.01800984553420525,-0.007503172950351981,-0.010172831976221213,-0.011207419215638309,-0.01418702190775013,False,False,False,True
2020-02-21,-0.006187334147402339,-0.010580316164695928,-0.01800984553420525,-0.006882446889082903,-0.00915472840105141,-0.011070669320828183,-0.013785583848699476,False,False,False,True
2020-02-24,-0.027745952180829984,-0.010580316164695928,-0.01800984553420525,-0.009103077176693439,-0.011347264108391106,-0.009698908077463445,-0.012791218278068181,True,True,True,True
2020-02-25,-0.03252207191314609,-0.01064127263523715,-0.018346109653111994,-0.029815351886949303,-0.03523303673246802,-0.010146626016749209,-0.01274362137555361,True,True,True,True
2020-02-26,-0.010383897602268866,-0.01070006833553873,-0.01877467203166744,-0.06244017164580823,-0.07277488523741135,-0.011875462951804205,-0.015622491774695591,False,False,False,True
2020-02-27,-0.04171472070304681,-0.01070006833553873,-0.01877467203166744,-0.08572676163284518,-0.09659610321044905,-0.011830394919431442,-0.014781140990398614,True,False,True,True
2020-02-28,-0.015523884260407511,-0.01081262368307972,-0.019382436340380203,-0.10418436772283678,-0.11674462310424578,-0.011913586316602144,-0.015382028529481829,True,False,True,True
2020-03-02,0.03962677785925136,-0.010888311067064041,-0.0194738227784414,-0.10078132280182435,-0.11479532656880431,-0.012893110606481234,-0.015691193169720594,False,False,False,True
2020-03-03,-0.02148271371344117,-0.010888311067064041,-0.0194738227784414,-0.09070005543967107,-0.10375455169285963,-0.013045600780223203,-0.015675443003497738,True,False,True,True
2020-03-04,0.04021288249754671,-0.010925857498282988,-0.019681290785030326,-0.09417399977450829,-0.10759438412760046,-0.01335691985007159,-0.017047113713871482,False,False,False,True
2020-03-05,-0.032428409843312495,-0.010925857498282988,-0.019681290785030326,-0.08882026229375267,-0.09911504919847806,-0.013568722878296201,-0.017727632550531034,True,False,True,True
2020-03-06,-0.017339392825353246,-0.011017673770923093,-0.020102655936824053,-0.09150651634646696,-0.10313268203486048,-0.014906814685367215,-0.01835613831304534,True,False,True,True
2020-03-09,-0.08665124036330143,-0.011320235596611751,-0.02022577832147558,-0.0921617761178379,-0.10574044663834055,-0.01420035412782075,-0.017863092357335738,True,False,True,True
2020-03-10,0.04438791847093821,-0.011857202029457356,-0.021700110857293925,-0.10892047896749131,-0.12578300327845837,-0.017340551299660802,-0.021295688531293905,False,False,False,True
2020-03-11,-0.05807878728969807,-0.011320235596611751,-0.021688137373345462,-0.09791613562327076,-0.11510981956097352,-0.017897534706120374,-0.0229631649302943,True,False,True,True
2020-03-12,-0.110283032119738,-0.012003665933633882,-0.022602225731250015,-0.10525004217584054,-0.12312597494731929,-0.019108063712313855,-0.023968802355994898,True,True,True,True
2020-03-13,0.07878242120402064,-0.012308469253443933,-0.024523535031611816,-0.11488484797608942,-0.13493845534188068,-0.022282828567161655,-0.027948355384807874,False,False,False,True
2020-03-16,-0.14003072336338176,-0.012308469253443933,-0.024523535031611816,-0.09986306704325294,-0.11644018891620503,-0.024385124436209278,-0.029710188290802228,True,True,True,True
2020-03-17,0.049890546602642645,-0.012558609494909497,-0.027027764025976956,-0.10962950541228032,-0.12589452514878866,-0.028862390058959103,-0.03577978621294072,False,False,False,True
2020-03-18,-0.0849076732589999,-0.012558609494909497,-0.027027764025976956,-0.10215174147055549,-0.11820714513745836,-0.029750689409280204,-0.035203127603748025,True,False,True,True
2020-03-19,0.012490214129584749,-0.012738722471100226,-0.028443801544867035,-0.10962624725298863,-0.1284458323110143,-0.03007165778213373,-0.038345182000839285,False,False,False,True
2020-03-20,-0.03835408854493656,-0.012738722471100226,-0.028443801544867035,-0.10987133035368962,-0.12503813476553197,-0.03121653562173692,-0.04008644604394258,True,False,True,True
2020-03-23,-0.03550056138447992,-0.01310763781414299,-0.0289455466734212,-0.10855333875010857,-0.12581450415179163,-0.031631485158198074,-0.038910499430491095,True,False,True,False
2020-03-24,0.09896582754795934,-0.013329516917677338,-0.02938100693079088,-0.11222756950972299,-0.13168279672201227,-0.029655248724798532,-0.03689879264302628,False,False,False,False
