Date,Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,MonteCarlo_VaR,MonteCarlo_ES,Historical_VaR_Breach,LSTM_VaR_Breach,MonteCarlo_VaR_Breach,Is_Stress_Period
2020-01-21,-0.0017906393618829842,-0.010930729702234661,-0.017960409226438552,-0.013570896260142944,-0.015904612339058013,-0.009039020199532309,-0.012211319549047204,False,False,False,False
2020-01-22,-0.0010919581618683903,-0.010930729702234661,-0.017960409226438552,-0.013504836822024137,-0.01629384217859525,-0.009728003024975382,-0.012172721466900106,False,False,False,False
2020-01-23,0.004615649531838568,-0.010748607086073725,-0.01788844462661185,-0.013123859632716785,-0.015316936786529739,-0.010214039540397872,-0.013215156728728326,False,False,False,False
2020-01-24,-0.007727762906617923,-0.010748607086073725,-0.01788844462661185,-0.012620216548067368,-0.014897404207809915,-0.009936816958483195,-0.012618417976132891,False,False,False,False
2020-01-27,-0.014786204151424684,-0.010748607086073725,-0.01788844462661185,-0.012528620703928597,-0.015323539187909357,-0.01051103919147392,-0.012890335607256758,True,True,True,False
2020-01-28,0.0071488297754045416,-0.010748607086073725,-0.017844685050770574,-0.01536401853385241,-0.018630555540129018,-0.010338977703281191,-0.013081899614451309,False,False,False,False
2020-01-29,-0.0032655036466476915,-0.010748607086073725,-0.017844685050770574,-0.01155866555506397,-0.014830205800521447,-0.009455870014299494,-0.012300771579856328,False,False,False,False
2020-01-30,0.004988762150859807,-0.010748607086073725,-0.017844685050770574,-0.013130150029308677,-0.015924636976624936,-0.010008175628824787,-0.01310065179442132,False,False,False,False
2020-01-31,-0.01477587553122091,-0.010748607086073725,-0.017844685050770574,-0.0103798691660522,-0.012999996451307725,-0.010379626592978987,-0.0125498552987256,True,True,True,False
2020-02-03,0.005649057645879444,-0.010930729702234661,-0.0179210647174201,-0.01478679560602125,-0.018628991776757677,-0.010050379550987375,-0.0131163602695477,False,False,False,False
2020-02-04,0.010213819872044887,-0.010930729702234661,-0.0179210647174201,-0.013503022453598253,-0.016104481338967743,-0.009806891986069594,-0.012585354964873927,False,False,False,False
2020-02-05,0.01027428451413349,-0.010748607086073725,-0.01776870754927954,-0.012868962797767388,-0.015458643723870378,-0.01070902255665436,-0.013775317356252013,False,False,False,False
2020-02-06,-0.001486442653460219,-0.010748607086073725,-0.01776870754927954,-0.014656887383168891,-0.017633205897315984,-0.010374781496346326,-0.013229412254388595,False,False,False,False
2020-02-07,-0.006899820870365456,-0.010748607086073725,-0.01776870754927954,-0.018839167691046103,-0.02198223040940141,-0.0099305598787186,-0.01283356792244506,False,False,False,False
2020-02-10,0.005777030818457395,-0.010472625591404066,-0.017674982596034464,-0.020896517771042764,-0.02399221700177171,-0.010679139487826015,-0.013782156784193242,False,False,False,False
2020-02-11,0.005983953300117338,-0.01038231225946419,-0.01751351682353939,-0.017769311112871437,-0.02084122367917848,-0.009997687561732109,-0.012863068534102714,False,False,False,False
2020-02-12,0.005860453288630897,-0.01038231225946419,-0.01751351682353939,-0.013211026606465042,-0.015834243475481246,-0.009801894107176265,-0.012760712806273325,False,False,False,False
2020-02-13,0.0015139256358299613,-0.01038231225946419,-0.01751351682353939,-0.012362455039585149,-0.014262106142628432,-0.010182788546354076,-0.012640601604994719,False,False,False,False
2020-02-14,0.0014737256355911116,-0.010305404108078422,-0.017430238512634352,-0.011896256169638476,-0.013812603621210527,-0.009944344979687079,-0.013091375098121536,False,False,False,False
2020-02-18,-0.0024582686020904426,-0.010305404108078422,-0.017430238512634352,-0.01236880589296031,-0.015244464239749051,-0.0108392988096773,-0.013368842826865335,False,False,False,True
2020-02-19,0.0014699010049557427,-0.010305404108078422,-0.017430238512634352,-0.012491093471468935,-0.01489560718045121,-0.01081973817548331,-0.012744281801634998,False,False,False,True
2020-02-20,-3.819444741083976e-05,-0.010305404108078422,-0.017430238512634352,-0.012009793709993007,-0.014100233224683754,-0.01076093980446939,-0.013424808859376676,False,False,False,True
2020-02-21,-0.007775745290486791,-0.010305404108078422,-0.017430238512634352,-0.012047737686172462,-0.015025695638029656,-0.008896886413597739,-0.011618624691497926,False,False,False,True
2020-02-24,-0.027324023559972658,-0.010305404108078422,-0.017430238512634352,-0.012901558314981097,-0.01458081306942658,-0.010018827059102058,-0.012374134999638702,True,True,True,True
2020-02-25,-0.030880274851123945,-0.01038231225946419,-0.017763620249628277,-0.022390234419809654,-0.027893058967967885,-0.010164666204338662,-0.013135996458467128,True,True,True,True
2020-02-26,-0.010817192710857014,-0.010472625591404066,-0.018164899605115917,-0.03629956204272918,-0.04383091063379725,-0.012834614502826972,-0.015025822934407405,True,False,False,True
2020-02-27,-0.04205076998642131,-0.010707449202268992,-0.018171047700835136,-0.03746014646235815,-0.04941046897215888,-0.010876054084166928,-0.013934457665097742,True,True,True,True
2020-02-28,-0.016155750847378834,-0.010858350594661746,-0.01878347078466973,-0.04407280511904635,-0.05823965202304903,-0.012560609761573983,-0.01604301235129084,True,False,True,True
2020-03-02,0.04226962034161519,-0.010930729702234661,-0.01888690683006745,-0.04024159642804067,-0.05279499126182451,-0.01180371042404662,-0.0144601424671378,False,False,False,True
2020-03-03,-0.021168825926593794,-0.010930729702234661,-0.01888690683006745,-0.021828275576977224,-0.03430743429432336,-0.01428543583531216,-0.01758882761826557,True,False,True,True
2020-03-04,0.040832175013509005,-0.01108467361389049,-0.01908712361849232,-0.030090024698105802,-0.041345521081697444,-0.013694130869966502,-0.016790670193356227,False,False,False,True
2020-03-05,-0.030594895332561715,-0.01108467361389049,-0.01908712361849232,-0.021469522158948536,-0.0347322664135246,-0.0136293039697193,-0.01805193643270075,True,True,True,True
2020-03-06,-0.019863213383542532,-0.011375482398329731,-0.019468337125376135,-0.025439362376445108,-0.03810024940744104,-0.013667372027354656,-0.017877074003093983,True,False,True,True
2020-03-09,-0.093038602617631,-0.011605482524645364,-0.01963241430695965,-0.026861419079760095,-0.03825388660177603,-0.013738978902872626,-0.017535394909669707,True,True,True,True
2020-03-10,0.04241749654453173,-0.01178962900528639,-0.021227978595641062,-0.0412997014086334,-0.05819896778306033,-0.018840240612039864,-0.023282180868936058,False,False,False,True
2020-03-11,-0.057616217370456725,-0.01173028763505303,-0.021227978595641062,-0.0355184984595454,-0.050760565888034785,-0.018090964525678474,-0.022036331350506862,True,True,True,True
2020-03-12,-0.10764474833020933,-0.011944624306402344,-0.022125221450806008,-0.03947906804590639,-0.05509774851923283,-0.01874553775029863,-0.02284250986164125,True,True,True,True
2020-03-13,0.07713575805896326,-0.012005422471618725,-0.02400076755105335,-0.04869650418642646,-0.06579726773535667,-0.022733025330504638,-0.02817588687087902,False,False,False,True
2020-03-16,-0.13563541612382568,-0.012005422471618725,-0.02400076755105335,-0.03532652425391825,-0.04981788824658756,-0.02459251052235761,-0.02868092855986248,True,True,True,True
2020-03-17,0.06223763552762239,-0.012069655489213984,-0.02642474227307526,-0.051230162383594374,-0.06571986518563051,-0.02934707275673183,-0.03522331170072211,False,False,False,True
2020-03-18,-0.08185300528835908,-0.012069655489213984,-0.02642474227307526,-0.04081980015308797,-0.05878232119548559,-0.02911364215751021,-0.03622258871292621,True,True,True,True
2020-03-19,0.004533669860258984,-0.01215948067282452,-0.02779244196548755,-0.05146250510552079,-0.07177840763999878,-0.029616057264022503,-0.038246124844363356,False,False,False,True
2020-03-20,-0.04744612043359141,-0.01215948067282452,-0.02779244196548755,-0.03921043396572345,-0.05439749636112313,-0.03170902561907131,-0.039719124677169766,True,True,True,True
2020-03-23,-0.03683510886046811,-0.012198486202913392,-0.028483712250566767,-0.046699781223180026,-0.0608145398920338,-0.031073418350669804,-0.03948504521787219,True,False,True,False
2020-03-24,0.10223424168754448,-0.012600714917883091,-0.028966707789616047,-0.043686127090337125,-0.06262628735534573,-0.032100896203517824,-0.03963085095502494,False,False,False,False
2020-03-25,0.028405967071776103,-0.012600714917883091,-0.028966707789616047,-0.032896772451336355,-0.04736612336195038,-0.03252556765234042,-0.039802089786087964,False,False,False,False
2020-03-26,0.06164964580317778,-0.012600714917883091,-0.028966707789616047,-0.031196287742181944,-0.04535632825547844,-0.030534006504008615,-0.03874168639028601,False,False,False,False
2020-03-27,-0.026931181422557786,-0.012600714917883091,-0.028966707789616047,-0.02277500427006153,-0.034650146747329885,-0.034404931600513784,-0.04247690310764513,True,True,False,False
