Metric,Normal_Period,Stress_Period,Change_Pct
VaR_Breach_Rate,1.5873015873015872,50.0,3050.0
Avg_Historical_VaR,-0.017544717484949637,-0.01430581921948359,-18.46081744117263
Avg_LSTM_VaR,-0.014367667692381585,-0.03323830654995539,131.3410030187426
Returns_Volatility,0.007838468969261162,0.05508234917509584,602.7182143745578
Max_Loss,-0.1452333620984511,-0.1452333620984511,0.0
