Metric,Normal_Period,Stress_Period,Change_Pct
VaR_Breach_Rate,5.322128851540616,50.0,839.4736842105264
Avg_Historical_VaR,-0.011782256190870276,-0.01685574067156961,43.060381632429866
Avg_LSTM_VaR,-0.01539688170112609,-0.07065679480200489,358.90327777758546
Returns_Volatility,0.00745806798358299,0.052938607923246395,609.8166447366405
Max_Loss,-0.1416420779524564,-0.14164207795245634,-4.440892098500626e-14
