Date,Portfolio,Actual_Returns,LSTM_Predicted_Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,MonteCarlo_VaR,MonteCarlo_ES,Historical_VaR_Breach,LSTM_VaR_Breach,MonteCarlo_VaR_Breach,Historical_ES_Breach,LSTM_ES_Breach,MonteCarlo_ES_Breach
2024-08-14 00:00:00,S&P 500 (Market-Cap-Weight),0.0024362038184182633,-0.0005562482624071159,-0.019159941707563,-0.028138263858653378,-0.01813140948812249,-0.02235619744270334,-0.014129173186787186,-0.017542183565186092,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-15 00:00:00,S&P 500 (Market-Cap-Weight),0.017076029225566707,-0.0008398702397996398,-0.019159941707563,-0.028138263858653378,-0.015627163739243374,-0.019410645462872526,-0.012400026234306026,-0.016329248601370815,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-16 00:00:00,S&P 500 (Market-Cap-Weight),0.0035474325785465133,-0.0009211284682848879,-0.019159941707563,-0.028138263858653378,-0.01397507572976529,-0.01694062917779696,-0.012940318208134934,-0.016433810943994213,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-19 00:00:00,S&P 500 (Market-Cap-Weight),0.01064754728283636,-0.0017170126711870386,-0.019159941707563,-0.028138263858653378,-0.014226322343592309,-0.01769270625496056,-0.011945955121065721,-0.015424339650172529,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-20 00:00:00,S&P 500 (Market-Cap-Weight),-0.0017403000768554042,-0.0020334530497069167,-0.019159941707563,-0.028138263858653378,-0.013287747062407668,-0.016921343678172125,-0.012865961664309098,-0.015881001227318073,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-21 00:00:00,S&P 500 (Market-Cap-Weight),0.003395895035875702,-0.0023542628582612136,-0.019159941707563,-0.028138263858653378,-0.013244880045592768,-0.016206363716694296,-0.012723349582052824,-0.01703426488404876,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-22 00:00:00,S&P 500 (Market-Cap-Weight),-0.009931983763957876,-0.003100014248905621,-0.019159941707563,-0.028138263858653378,-0.014791069510058352,-0.017860695983127353,-0.012553145749816478,-0.015960622354745404,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-23 00:00:00,S&P 500 (Market-Cap-Weight),0.01238488688110037,-0.004066486809080146,-0.019159941707563,-0.028138263858653378,-0.016168080591120494,-0.01908887285147887,-0.01210234351269725,-0.015455401291574758,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26 00:00:00,S&P 500 (Market-Cap-Weight),-0.0027732650983586906,-0.0036781453573194465,-0.019159941707563,-0.028138263858653378,-0.015488470202280774,-0.018285105244907604,-0.012129535253512055,-0.015371951667449358,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-27 00:00:00,S&P 500 (Market-Cap-Weight),0.0008709695183686727,-0.003888218627430942,-0.019159941707563,-0.028138263858653378,-0.015812012887500768,-0.019180545406578955,-0.012280969485080657,-0.015530094099787865,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28 00:00:00,S&P 500 (Market-Cap-Weight),-0.006744824803771413,-0.004044817636882659,-0.019159941707563,-0.028138263858653378,-0.015537119082891699,-0.019191943969412664,-0.012137761274135248,-0.016182503812757397,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-29 00:00:00,S&P 500 (Market-Cap-Weight),-0.0011809157476339932,-0.004552728195729966,-0.019159941707563,-0.028138263858653378,-0.017332956126116742,-0.020673521535227703,-0.012181579594927529,-0.015738971451831188,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-30 00:00:00,S&P 500 (Market-Cap-Weight),0.010641427374346594,-0.004452303516639239,-0.019159941707563,-0.028138263858653378,-0.01758115863894718,-0.020580432274393292,-0.012843741873447176,-0.016408764551537468,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:00:00,S&P 500 (Market-Cap-Weight),-0.02342906959056416,-0.003526419441664731,-0.01938686122106206,-0.028218984928550624,-0.015287299258479516,-0.018419152391740076,-0.012726447059551069,-0.0163932095053103,1.0,1.0,1.0,0.0,1.0,1.0
2024-09-04 00:00:00,S&P 500 (Market-Cap-Weight),-0.0018601777422032851,-0.005407800292396075,-0.01938686122106206,-0.028218984928550624,-0.02038385493146785,-0.023575268555109455,-0.012484230556394308,-0.016826652121852696,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05 00:00:00,S&P 500 (Market-Cap-Weight),-0.0010822728634803905,-0.005665331524184067,-0.01938686122106206,-0.028218984928550624,-0.020914865901693436,-0.02505272645087685,-0.01346764352735053,-0.017736450144326697,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06 00:00:00,S&P 500 (Market-Cap-Weight),-0.01988266168575814,-0.005807562379766961,-0.019646401519346622,-0.028227919231226712,-0.02110525643490851,-0.02510050965448439,-0.01161059180167475,-0.015303438420002506,1.0,0.0,1.0,0.0,0.0,1.0
2024-09-09 00:00:00,S&P 500 (Market-Cap-Weight),0.011232406703521878,-0.006635016259254626,-0.01938686122106206,-0.02778168065736545,-0.02528309316909793,-0.030443011095806202,-0.013456705344073562,-0.017943524194017707,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-10 00:00:00,S&P 500 (Market-Cap-Weight),0.006038076378064625,-0.004812633343667119,-0.01938686122106206,-0.02778168065736545,-0.023219384328341114,-0.0278045490744774,-0.014080872984545861,-0.017369252138624544,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-11 00:00:00,S&P 500 (Market-Cap-Weight),0.012610559412581893,-0.0041536082033284604,-0.019159941707563,-0.02742353727864998,-0.019953393815132718,-0.024356744582463355,-0.013341156086818946,-0.01691287966873259,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-12 00:00:00,S&P 500 (Market-Cap-Weight),0.00858835481442192,-0.002138959130715779,-0.019159941707563,-0.02742353727864998,-0.014269561770870524,-0.017656393869041234,-0.014691874270189224,-0.017649227089191616,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13 00:00:00,S&P 500 (Market-Cap-Weight),0.006356538559294727,-0.0030687425442708803,-0.019159941707563,-0.02742353727864998,-0.014688590400578846,-0.017319261065608868,-0.013787962512535766,-0.017092894211161808,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16 00:00:00,S&P 500 (Market-Cap-Weight),0.0007950371536670172,-0.002927883403301687,-0.019159941707563,-0.02742353727864998,-0.014076999706030676,-0.016755010946142426,-0.012734720375548462,-0.01688942854250488,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17 00:00:00,S&P 500 (Market-Cap-Weight),0.00012821260189009394,-0.002878101153582591,-0.019159941707563,-0.02742353727864998,-0.013619278437174401,-0.017690389409099207,-0.013348834542248883,-0.017166474208096017,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18 00:00:00,S&P 500 (Market-Cap-Weight),-0.0031895564264130725,-0.0037384502321501784,-0.019159941707563,-0.02742353727864998,-0.015203131869981783,-0.017920569037549173,-0.012591679242787208,-0.015931548489060754,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19 00:00:00,S&P 500 (Market-Cap-Weight),0.017023515154544314,-0.004295393845471028,-0.019159941707563,-0.02742353727864998,-0.01617841194920965,-0.019548296266004763,-0.011971964944274832,-0.015415521203024226,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20 00:00:00,S&P 500 (Market-Cap-Weight),-0.001914535399680709,-0.00349566665650061,-0.019159941707563,-0.02742353727864998,-0.014876070745080553,-0.01822303829643933,-0.01285877963278562,-0.016488144059120125,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23 00:00:00,S&P 500 (Market-Cap-Weight),0.002684318159443662,-0.00360658546471027,-0.019159941707563,-0.02742353727864998,-0.015233575316080685,-0.018286792319391468,-0.013512101822683972,-0.017426205329657916,0.0,0.0,0.0,0.0,0.0,0.0
