Date,Portfolio,Actual_Returns,LSTM_Predicted_Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,MonteCarlo_VaR,MonteCarlo_ES,Historical_VaR_Breach,LSTM_VaR_Breach,MonteCarlo_VaR_Breach,Historical_ES_Breach,LSTM_ES_Breach,MonteCarlo_ES_Breach
2024-05-22 00:00:00,PCA Portfolio 1,-0.003610018439774963,-0.005416412447304665,-0.01714911754611831,-0.025335530669991585,-0.0181518002972083,-0.021758901929741444,-0.01144121057753953,-0.014887783966624055,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-23 00:00:00,PCA Portfolio 1,-0.014614063470830259,-0.005604023578283737,-0.01714911754611831,-0.025335530669991585,-0.019342236877561102,-0.02269146994060519,-0.011292372302484883,-0.014780969898261746,0.0,0.0,1.0,0.0,0.0,0.0
2024-05-24 00:00:00,PCA Portfolio 1,0.005836203868844671,-0.006733209217015063,-0.01714911754611831,-0.025335530669991585,-0.021948805450293197,-0.02661263235423554,-0.01222117203516284,-0.015306237565485494,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28 00:00:00,PCA Portfolio 1,-0.008202818573300677,-0.005458401842393705,-0.01714911754611831,-0.025335530669991585,-0.020615279512033884,-0.02450522059968419,-0.010024244395743249,-0.013036861513920537,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-29 00:00:00,PCA Portfolio 1,-0.011672743137694012,-0.005543593722831417,-0.01714911754611831,-0.025335530669991585,-0.02050447997505226,-0.02411587340459151,-0.011473533734098349,-0.014275414306257483,0.0,0.0,1.0,0.0,0.0,0.0
2024-05-30 00:00:00,PCA Portfolio 1,0.004837703977527398,-0.006732365220904104,-0.01714911754611831,-0.025335530669991585,-0.023071892170430784,-0.029134393489700344,-0.012550281782017376,-0.015582079592489688,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31 00:00:00,PCA Portfolio 1,0.014168579934284534,-0.004297039565015993,-0.01714911754611831,-0.025335530669991585,-0.02132664424677612,-0.025183477048682065,-0.01111612157418116,-0.01445895695048004,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-03 00:00:00,PCA Portfolio 1,-0.00541927078970315,-0.0032120443686449764,-0.01714911754611831,-0.025335530669991585,-0.016681206145187158,-0.020791472719505592,-0.013289869427463007,-0.016819058909072298,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-04 00:00:00,PCA Portfolio 1,-0.0023280082083737665,-0.004525256901656112,-0.01714911754611831,-0.025335530669991585,-0.018305418556012688,-0.022046718892913507,-0.011996707082814199,-0.015075915636352235,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-05 00:00:00,PCA Portfolio 1,0.0055194838732312585,-0.005043788274736341,-0.01714911754611831,-0.025335530669991585,-0.01893451488354636,-0.023100728077232572,-0.011401361325866822,-0.014633561781328318,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-06 00:00:00,PCA Portfolio 1,-0.0026098303365576403,-0.004686683047437107,-0.01714911754611831,-0.025335530669991585,-0.017905073986773025,-0.020392301076961713,-0.011866235585082993,-0.01470990785056285,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 00:00:00,PCA Portfolio 1,-0.0028348692449429586,-0.005330611145742668,-0.01714911754611831,-0.025335530669991585,-0.018781725537733943,-0.021908393405445387,-0.011859297663276066,-0.0151538657592264,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-10 00:00:00,PCA Portfolio 1,0.0021634528532891955,-0.005577602195507423,-0.01714911754611831,-0.025335530669991585,-0.01886920018768455,-0.023294265808532305,-0.010835238653410208,-0.014351843041724316,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-11 00:00:00,PCA Portfolio 1,-0.004595232498120638,-0.0054565729612829775,-0.017092617949711675,-0.02526152365739723,-0.01865713406534552,-0.022547326285829852,-0.011706619100472203,-0.014618668658231304,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-12 00:00:00,PCA Portfolio 1,0.005640932559375056,-0.005322218578370668,-0.01703507626851378,-0.025213692403683582,-0.019013604145839226,-0.02231545538379826,-0.012568874325834393,-0.015884698701870033,0.0,0.0,0.0,0.0,0.0,0.0
