,Date,Explained_Variance_Ratio
2011-03-10,2011-03-10,0.4670839709511294
2011-03-11,2011-03-11,0.46908813040351427
2011-03-14,2011-03-14,0.46929886882558064
2011-03-15,2011-03-15,0.4698524824160976
2011-03-16,2011-03-16,0.47011070947377565
2011-03-17,2011-03-17,0.4716020514180314
2011-03-18,2011-03-18,0.4721607296340641
2011-03-21,2011-03-21,0.47170032098085324
2011-03-22,2011-03-22,0.47255188376739504
2011-03-23,2011-03-23,0.47255045935714146
2011-03-24,2011-03-24,0.4720974471387502
2011-03-25,2011-03-25,0.4729374335093722
2011-03-28,2011-03-28,0.4731005354335888
2011-03-29,2011-03-29,0.4727533513504339
2011-03-30,2011-03-30,0.4731158793201803
2011-03-31,2011-03-31,0.4730375236169822
2011-04-01,2011-04-01,0.47268237879931074
2011-04-04,2011-04-04,0.47246745992351674
2011-04-05,2011-04-05,0.4726471096602946
2011-04-06,2011-04-06,0.4727721326527065
2011-04-07,2011-04-07,0.472871849606505
2011-04-08,2011-04-08,0.47269466154237266
2011-04-11,2011-04-11,0.4729466614629375
2011-04-12,2011-04-12,0.4729939600938575
2011-04-13,2011-04-13,0.4729691196360222
2011-04-14,2011-04-14,0.4735064886327072
2011-04-15,2011-04-15,0.47269575538743547
2011-04-18,2011-04-18,0.4727291507639926
2011-04-19,2011-04-19,0.4738599669836341
2011-04-20,2011-04-20,0.4744764125134163
2011-04-21,2011-04-21,0.47604009054574953
2011-04-25,2011-04-25,0.4757695216247822
2011-04-26,2011-04-26,0.4764146182123616
2011-04-27,2011-04-27,0.47326983830728186
2011-04-28,2011-04-28,0.47363874348886015
2011-04-29,2011-04-29,0.4732680381565002
2011-05-02,2011-05-02,0.47199413966915166
2011-05-03,2011-05-03,0.47077621128792674
2011-05-04,2011-05-04,0.4661182172105591
2011-05-05,2011-05-05,0.4661772656397098
2011-05-06,2011-05-06,0.45921207003564524
2011-05-09,2011-05-09,0.4575259506347292
2011-05-10,2011-05-10,0.4441386234749516
2011-05-11,2011-05-11,0.4451141524124063
2011-05-12,2011-05-12,0.44419814134848346
2011-05-13,2011-05-13,0.44335320603397677
2011-05-16,2011-05-16,0.4411253334865733
2011-05-17,2011-05-17,0.44151157717225675
2011-05-18,2011-05-18,0.43972179251014115
2011-05-19,2011-05-19,0.4399943292307081
2011-05-20,2011-05-20,0.4261828925640153
2011-05-23,2011-05-23,0.42618386883826415
2011-05-24,2011-05-24,0.426990629850042
2011-05-25,2011-05-25,0.4277549472296116
2011-05-26,2011-05-26,0.42776765024239466
2011-05-27,2011-05-27,0.419175965675821
2011-05-31,2011-05-31,0.41823227090044957
2011-06-01,2011-06-01,0.41559926125603847
2011-06-02,2011-06-02,0.4155984539430401
2011-06-03,2011-06-03,0.4157449687057486
2011-06-06,2011-06-06,0.4036443827555449
2011-06-07,2011-06-07,0.40337108641215436
2011-06-08,2011-06-08,0.4034806974046364
2011-06-09,2011-06-09,0.40406974410205343
2011-06-10,2011-06-10,0.39650761044049304
2011-06-13,2011-06-13,0.39849838733801385
2011-06-14,2011-06-14,0.3987919209411702
2011-06-15,2011-06-15,0.3958145243946718
2011-06-16,2011-06-16,0.3990991253834571
2011-06-17,2011-06-17,0.39926567312262523
2011-06-20,2011-06-20,0.39922452784899404
2011-06-21,2011-06-21,0.3996239550701113
2011-06-22,2011-06-22,0.39786211378652
2011-06-23,2011-06-23,0.39858609052108857
2011-06-24,2011-06-24,0.3956863006759827
2011-06-27,2011-06-27,0.3968728506844069
2011-06-28,2011-06-28,0.3978405941227514
2011-06-29,2011-06-29,0.3880382432037787
2011-06-30,2011-06-30,0.3871833718108404
2011-07-01,2011-07-01,0.38765174841914757
2011-07-05,2011-07-05,0.38958015917966043
2011-07-06,2011-07-06,0.39027391441839565
2011-07-07,2011-07-07,0.38179117946123686
2011-07-08,2011-07-08,0.38213734307317404
2011-07-11,2011-07-11,0.3828079487161126
2011-07-12,2011-07-12,0.387418683171717
2011-07-13,2011-07-13,0.3841798039664862
2011-07-14,2011-07-14,0.38444928560420283
2011-07-15,2011-07-15,0.38566207472146496
2011-07-18,2011-07-18,0.3761398605249439
2011-07-19,2011-07-19,0.37790161340244804
2011-07-20,2011-07-20,0.37815263774407176
2011-07-21,2011-07-21,0.37620364205150925
2011-07-22,2011-07-22,0.37177891850579575
2011-07-25,2011-07-25,0.37051833895175934
2011-07-26,2011-07-26,0.36938042608067523
2011-07-27,2011-07-27,0.36966568792111554
2011-07-28,2011-07-28,0.37392264350354415
2011-07-29,2011-07-29,0.3738190196657082
2011-08-01,2011-08-01,0.3742521514344487
2011-08-02,2011-08-02,0.37070379466831455
2011-08-03,2011-08-03,0.37905056160996553
2011-08-04,2011-08-04,0.37837199350342426
2011-08-05,2011-08-05,0.40393136103202365
2011-08-08,2011-08-08,0.40251491034212933
2011-08-09,2011-08-09,0.4493953366726693
2011-08-10,2011-08-10,0.4664771922307797
2011-08-11,2011-08-11,0.4710283937144
2011-08-12,2011-08-12,0.48576219149990535
2011-08-15,2011-08-15,0.4847814999497753
2011-08-16,2011-08-16,0.48697696999171536
2011-08-17,2011-08-17,0.48585214062709364
2011-08-18,2011-08-18,0.4854889896445298
2011-08-19,2011-08-19,0.4974166630101049
2011-08-22,2011-08-22,0.49819759724645735
2011-08-23,2011-08-23,0.49775544992639803
2011-08-24,2011-08-24,0.5042516853502916
2011-08-25,2011-08-25,0.5049508978583345
2011-08-26,2011-08-26,0.5064353435294104
2011-08-29,2011-08-29,0.5061527447560177
2011-08-30,2011-08-30,0.5097579378482655
2011-08-31,2011-08-31,0.5098567475669864
2011-09-01,2011-09-01,0.5046968682125568
2011-09-02,2011-09-02,0.50513907061826
2011-09-06,2011-09-06,0.5088687744342676
2011-09-07,2011-09-07,0.5078887325591336
2011-09-08,2011-09-08,0.5136082297565621
2011-09-09,2011-09-09,0.5144450422262188
2011-09-12,2011-09-12,0.5186535208076004
2011-09-13,2011-09-13,0.5180376156800766
2011-09-14,2011-09-14,0.5188029121689793
2011-09-15,2011-09-15,0.519876362149601
2011-09-16,2011-09-16,0.5207113588013957
2011-09-19,2011-09-19,0.5204389569808366
2011-09-20,2011-09-20,0.5195168453265516
2011-09-21,2011-09-21,0.5189636042109694
2011-09-22,2011-09-22,0.5238470380918893
2011-09-23,2011-09-23,0.5275086330854182
2011-09-26,2011-09-26,0.5242466725774334
2011-09-27,2011-09-27,0.5257091949167298
2011-09-28,2011-09-28,0.5257398337847615
2011-09-29,2011-09-29,0.5287721451064785
2011-09-30,2011-09-30,0.527256223872477
2011-10-03,2011-10-03,0.5298042042264202
2011-10-04,2011-10-04,0.535587284925238
2011-10-05,2011-10-05,0.5357381791765184
2011-10-06,2011-10-06,0.5366657341139844
2011-10-07,2011-10-07,0.5384284752387414
2011-10-10,2011-10-10,0.537857312172562
2011-10-11,2011-10-11,0.5430944859497236
2011-10-12,2011-10-12,0.5426502230869046
2011-10-13,2011-10-13,0.5425390501080317
2011-10-14,2011-10-14,0.5419429798023632
2011-10-17,2011-10-17,0.5432277550342487
2011-10-18,2011-10-18,0.5452192530528366
2011-10-19,2011-10-19,0.5457070075078845
2011-10-20,2011-10-20,0.545133224807306
2011-10-21,2011-10-21,0.544847191066078
2011-10-24,2011-10-24,0.5467733710994317
2011-10-25,2011-10-25,0.5471970477770959
2011-10-26,2011-10-26,0.5488416704472795
2011-10-27,2011-10-27,0.5484647065298008
2011-10-28,2011-10-28,0.552928629386896
2011-10-31,2011-10-31,0.5519049808409258
2011-11-01,2011-11-01,0.5534578973029818
2011-11-02,2011-11-02,0.556703761640481
2011-11-03,2011-11-03,0.5576593763727207
2011-11-04,2011-11-04,0.5571980623156896
2011-11-07,2011-11-07,0.557337812762177
2011-11-08,2011-11-08,0.5571643843546782
2011-11-09,2011-11-09,0.5571621580871126
2011-11-10,2011-11-10,0.5636567796825607
2011-11-11,2011-11-11,0.5639716177934654
2011-11-14,2011-11-14,0.5652129660804485
2011-11-15,2011-11-15,0.5657422402621372
2011-11-16,2011-11-16,0.5643729992054871
2011-11-17,2011-11-17,0.5651061532867488
2011-11-18,2011-11-18,0.5654727110464929
2011-11-21,2011-11-21,0.5654333295208709
2011-11-22,2011-11-22,0.5668430074473207
2011-11-23,2011-11-23,0.5658892730134379
2011-11-25,2011-11-25,0.5668651429470378
2011-11-28,2011-11-28,0.5664504091194387
2011-11-29,2011-11-29,0.56964016981887
2011-11-30,2011-11-30,0.569189361653161
2011-12-01,2011-12-01,0.5746324199341237
2011-12-02,2011-12-02,0.5745578137676154
2011-12-05,2011-12-05,0.5739531298717512
2011-12-06,2011-12-06,0.5740226418330868
2011-12-07,2011-12-07,0.5739878703848645
2011-12-08,2011-12-08,0.5742812457906967
2011-12-09,2011-12-09,0.5765104869323261
2011-12-12,2011-12-12,0.5776050350145446
2011-12-13,2011-12-13,0.578307033230147
2011-12-14,2011-12-14,0.5789675575412783
2011-12-15,2011-12-15,0.5790228201014666
2011-12-16,2011-12-16,0.578845904471148
2011-12-19,2011-12-19,0.5789792698828433
2011-12-20,2011-12-20,0.5796303830675872
2011-12-21,2011-12-21,0.583071911491272
2011-12-22,2011-12-22,0.5817446704996375
2011-12-23,2011-12-23,0.581331853307632
2011-12-27,2011-12-27,0.5816425064288291
2011-12-28,2011-12-28,0.581527895678858
2011-12-29,2011-12-29,0.5822066985053576
2011-12-30,2011-12-30,0.5825552651659657
2012-01-03,2012-01-03,0.5826386912485956
2012-01-04,2012-01-04,0.5813571308585785
2012-01-05,2012-01-05,0.5814885813001249
2012-01-06,2012-01-06,0.5815740308473616
2012-01-09,2012-01-09,0.5820509305320241
2012-01-10,2012-01-10,0.5820161426254018
2012-01-11,2012-01-11,0.5820830398113988
2012-01-12,2012-01-12,0.5816351115783199
2012-01-13,2012-01-13,0.5812950668825483
2012-01-17,2012-01-17,0.5814368477214654
2012-01-18,2012-01-18,0.5811278670146666
2012-01-19,2012-01-19,0.5812370898106177
2012-01-20,2012-01-20,0.5803634461114164
2012-01-23,2012-01-23,0.5803799382443724
2012-01-24,2012-01-24,0.5805729852201381
2012-01-25,2012-01-25,0.580129604470517
2012-01-26,2012-01-26,0.5800701552398849
2012-01-27,2012-01-27,0.579776541354749
2012-01-30,2012-01-30,0.5799310688173352
2012-01-31,2012-01-31,0.5790757282316518
2012-02-01,2012-02-01,0.579043372710789
2012-02-02,2012-02-02,0.5789363242979939
2012-02-03,2012-02-03,0.5789923145802894
2012-02-06,2012-02-06,0.5796901241313791
2012-02-07,2012-02-07,0.5799595047296289
2012-02-08,2012-02-08,0.5799620081245279
2012-02-09,2012-02-09,0.5801596522689021
2012-02-10,2012-02-10,0.5800556977661652
2012-02-13,2012-02-13,0.5810042241612272
2012-02-14,2012-02-14,0.5811458539968672
2012-02-15,2012-02-15,0.5811342444851013
2012-02-16,2012-02-16,0.5808965758964832
2012-02-17,2012-02-17,0.5809897546815668
2012-02-21,2012-02-21,0.5811382119280627
2012-02-22,2012-02-22,0.5812451031966305
2012-02-23,2012-02-23,0.5799669837333529
2012-02-24,2012-02-24,0.579816570231365
2012-02-27,2012-02-27,0.5800440002812132
2012-02-28,2012-02-28,0.5796661811839833
2012-02-29,2012-02-29,0.5797941696223624
2012-03-01,2012-03-01,0.5787844239482867
2012-03-02,2012-03-02,0.5790918519110808
2012-03-05,2012-03-05,0.578051429026194
2012-03-06,2012-03-06,0.5778582581464197
2012-03-07,2012-03-07,0.5787981622290475
2012-03-08,2012-03-08,0.5787478923482
2012-03-09,2012-03-09,0.5793603603140011
2012-03-12,2012-03-12,0.5785970620036388
2012-03-13,2012-03-13,0.5785388618194103
2012-03-14,2012-03-14,0.5791448142489399
2012-03-15,2012-03-15,0.5788104114175118
2012-03-16,2012-03-16,0.5779355217352721
2012-03-19,2012-03-19,0.577893620238548
2012-03-20,2012-03-20,0.5783113870504089
2012-03-21,2012-03-21,0.5781923053224619
2012-03-22,2012-03-22,0.5782708215092368
2012-03-23,2012-03-23,0.578516456103549
2012-03-26,2012-03-26,0.578434712971997
2012-03-27,2012-03-27,0.5792812121336739
2012-03-28,2012-03-28,0.5795103553782555
2012-03-29,2012-03-29,0.5791045199398754
2012-03-30,2012-03-30,0.5791623627878848
2012-04-02,2012-04-02,0.579321406428488
2012-04-03,2012-04-03,0.5796640108616745
2012-04-04,2012-04-04,0.5797052339555981
2012-04-05,2012-04-05,0.5802620093932912
2012-04-09,2012-04-09,0.5799069403210062
2012-04-10,2012-04-10,0.5802911719777324
2012-04-11,2012-04-11,0.5815692241558691
2012-04-12,2012-04-12,0.5820615230302414
2012-04-13,2012-04-13,0.582922803815951
2012-04-16,2012-04-16,0.583252189859363
2012-04-17,2012-04-17,0.5830940704906662
2012-04-18,2012-04-18,0.5836906382345698
2012-04-19,2012-04-19,0.5830130186585947
2012-04-20,2012-04-20,0.5825906383323254
2012-04-23,2012-04-23,0.5821902070661931
2012-04-24,2012-04-24,0.5834073721127918
2012-04-25,2012-04-25,0.5825386025539113
2012-04-26,2012-04-26,0.5825956414334519
2012-04-27,2012-04-27,0.5822816485262308
2012-04-30,2012-04-30,0.5820866015411299
2012-05-01,2012-05-01,0.5824385208466769
2012-05-02,2012-05-02,0.5824451796119046
2012-05-03,2012-05-03,0.5827769404561398
2012-05-04,2012-05-04,0.5830868311627905
2012-05-07,2012-05-07,0.5842395296807884
2012-05-08,2012-05-08,0.5837958586587705
2012-05-09,2012-05-09,0.583653975517126
2012-05-10,2012-05-10,0.5832414987764563
2012-05-11,2012-05-11,0.5826809420685102
2012-05-14,2012-05-14,0.5828166703634571
2012-05-15,2012-05-15,0.5830307993651436
2012-05-16,2012-05-16,0.582986306020789
2012-05-17,2012-05-17,0.583027536916267
2012-05-18,2012-05-18,0.5837008032330294
2012-05-21,2012-05-21,0.5837540889802348
2012-05-22,2012-05-22,0.5841568331734469
2012-05-23,2012-05-23,0.5832624171550643
2012-05-24,2012-05-24,0.583139738969005
2012-05-25,2012-05-25,0.5832037468014344
2012-05-29,2012-05-29,0.583184217221116
2012-05-30,2012-05-30,0.5835982703508987
2012-05-31,2012-05-31,0.5842111857777917
2012-06-01,2012-06-01,0.5823310219363704
2012-06-04,2012-06-04,0.5847232224255814
2012-06-05,2012-06-05,0.5839708861668851
2012-06-06,2012-06-06,0.5834254479445076
2012-06-07,2012-06-07,0.5851757583244006
2012-06-08,2012-06-08,0.5847593488430406
2012-06-11,2012-06-11,0.5849074726918765
2012-06-12,2012-06-12,0.5847080160029048
2012-06-13,2012-06-13,0.584891609717777
2012-06-14,2012-06-14,0.5843245219391544
2012-06-15,2012-06-15,0.5832498444775236
2012-06-18,2012-06-18,0.5836737369318693
2012-06-19,2012-06-19,0.5836544841855248
2012-06-20,2012-06-20,0.5834065914898039
2012-06-21,2012-06-21,0.5826242728136956
2012-06-22,2012-06-22,0.5842730457329304
2012-06-25,2012-06-25,0.5849302912461988
2012-06-26,2012-06-26,0.5854779936377615
2012-06-27,2012-06-27,0.585286303649688
2012-06-28,2012-06-28,0.5844633107398012
2012-06-29,2012-06-29,0.5841666751843867
2012-07-02,2012-07-02,0.5854041809909615
2012-07-03,2012-07-03,0.5841549375595948
2012-07-05,2012-07-05,0.58414695391117
2012-07-06,2012-07-06,0.5839251150513578
2012-07-09,2012-07-09,0.58394280819899
2012-07-10,2012-07-10,0.5834698515446677
2012-07-11,2012-07-11,0.582082253706422
2012-07-12,2012-07-12,0.5822317979568187
2012-07-13,2012-07-13,0.581578187488772
2012-07-16,2012-07-16,0.5821822887376537
2012-07-17,2012-07-17,0.5828061804502508
2012-07-18,2012-07-18,0.5821985411876014
2012-07-19,2012-07-19,0.5809990703701363
2012-07-20,2012-07-20,0.5801437033782076
2012-07-23,2012-07-23,0.5803933717864683
2012-07-24,2012-07-24,0.5812400929699029
2012-07-25,2012-07-25,0.5811414707779095
2012-07-26,2012-07-26,0.5806776376777025
2012-07-27,2012-07-27,0.5787465073966885
2012-07-30,2012-07-30,0.5808327638731621
2012-07-31,2012-07-31,0.5809202295175387
2012-08-01,2012-08-01,0.5806720068870411
2012-08-02,2012-08-02,0.5781130151154079
2012-08-03,2012-08-03,0.578126858755117
2012-08-06,2012-08-06,0.5696681949345707
2012-08-07,2012-08-07,0.570863220910199
2012-08-08,2012-08-08,0.548696465246363
2012-08-09,2012-08-09,0.5399834194434029
2012-08-10,2012-08-10,0.5334044486902425
2012-08-13,2012-08-13,0.5239901977965422
2012-08-14,2012-08-14,0.5248937729655263
2012-08-15,2012-08-15,0.5234376611016959
2012-08-16,2012-08-16,0.5233212901663623
2012-08-17,2012-08-17,0.5235309452070691
2012-08-20,2012-08-20,0.5124697371986007
2012-08-21,2012-08-21,0.5122141378416135
2012-08-22,2012-08-22,0.512544126998753
2012-08-23,2012-08-23,0.5066592126542403
2012-08-24,2012-08-24,0.5064395466774446
2012-08-27,2012-08-27,0.5048032511835596
2012-08-28,2012-08-28,0.5035648568024688
2012-08-29,2012-08-29,0.4984953207240008
2012-08-30,2012-08-30,0.49876758701048446
2012-08-31,2012-08-31,0.4993215020816417
2012-09-04,2012-09-04,0.49884811266263274
2012-09-05,2012-09-05,0.4940206778609939
2012-09-06,2012-09-06,0.4942161893737885
2012-09-07,2012-09-07,0.49084235901261997
2012-09-10,2012-09-10,0.48954760001723796
2012-09-11,2012-09-11,0.48542009851435136
2012-09-12,2012-09-12,0.4855414853325313
2012-09-13,2012-09-13,0.4848730545711905
2012-09-14,2012-09-14,0.4847892152266333
2012-09-17,2012-09-17,0.48321547009183374
2012-09-18,2012-09-18,0.4838241036491029
2012-09-19,2012-09-19,0.48359295127873525
2012-09-20,2012-09-20,0.48414389859676854
2012-09-21,2012-09-21,0.47837862611533755
2012-09-24,2012-09-24,0.47347883863554446
2012-09-25,2012-09-25,0.4738112308120128
2012-09-26,2012-09-26,0.4730612458743846
2012-09-27,2012-09-27,0.472843644127095
2012-09-28,2012-09-28,0.469126711706627
2012-10-01,2012-10-01,0.47064109488356404
2012-10-02,2012-10-02,0.46658735128878964
2012-10-03,2012-10-03,0.457045621752449
2012-10-04,2012-10-04,0.4536006522633079
2012-10-05,2012-10-05,0.4534785485426058
2012-10-08,2012-10-08,0.45126794016767136
2012-10-09,2012-10-09,0.45182062344739227
2012-10-10,2012-10-10,0.44451853926892326
2012-10-11,2012-10-11,0.44543378005339285
2012-10-12,2012-10-12,0.44531054545265725
2012-10-15,2012-10-15,0.44577458119401775
2012-10-16,2012-10-16,0.4450280793787586
2012-10-17,2012-10-17,0.44186956063294613
2012-10-18,2012-10-18,0.438218753612101
2012-10-19,2012-10-19,0.43705887003562066
2012-10-22,2012-10-22,0.43946525542885406
2012-10-23,2012-10-23,0.4365400584548655
2012-10-24,2012-10-24,0.4358669613468928
2012-10-25,2012-10-25,0.4325704793396366
2012-10-26,2012-10-26,0.43262446287868267
2012-10-31,2012-10-31,0.4225065776779461
2012-11-01,2012-11-01,0.4231091716778754
2012-11-02,2012-11-02,0.41965466445499067
2012-11-05,2012-11-05,0.4120305707561033
2012-11-06,2012-11-06,0.4096594067623898
2012-11-07,2012-11-07,0.40826683732944147
2012-11-08,2012-11-08,0.4118055453764244
2012-11-09,2012-11-09,0.41295667116421714
2012-11-12,2012-11-12,0.41226943524129195
2012-11-13,2012-11-13,0.39831316571875475
2012-11-14,2012-11-14,0.3980853813672757
2012-11-15,2012-11-15,0.396187609073359
2012-11-16,2012-11-16,0.39490240589757153
2012-11-19,2012-11-19,0.39514845588748765
2012-11-20,2012-11-20,0.3949444891627883
2012-11-21,2012-11-21,0.3921100754926997
2012-11-23,2012-11-23,0.3927333602563817
2012-11-26,2012-11-26,0.3905360457691496
2012-11-27,2012-11-27,0.3905635563658901
2012-11-28,2012-11-28,0.385052509371024
2012-11-29,2012-11-29,0.3853776427946093
2012-11-30,2012-11-30,0.3776595396634372
2012-12-03,2012-12-03,0.37787512388536926
2012-12-04,2012-12-04,0.35825958966421645
2012-12-05,2012-12-05,0.3583264835631986
2012-12-06,2012-12-06,0.35869594793321946
2012-12-07,2012-12-07,0.3578705265007665
2012-12-10,2012-12-10,0.35824288670742443
2012-12-11,2012-12-11,0.3587273657413214
2012-12-12,2012-12-12,0.35261330942603564
2012-12-13,2012-12-13,0.3488911677984602
2012-12-14,2012-12-14,0.3469238755817547
2012-12-17,2012-12-17,0.3454179522278897
2012-12-18,2012-12-18,0.3456821918104521
2012-12-19,2012-12-19,0.34707402323216036
2012-12-20,2012-12-20,0.3475712351689022
2012-12-21,2012-12-21,0.34543978726264807
2012-12-24,2012-12-24,0.33538628445521773
2012-12-26,2012-12-26,0.33720885747241724
2012-12-27,2012-12-27,0.33772186194399345
2012-12-28,2012-12-28,0.33714569710452663
2012-12-31,2012-12-31,0.33860094858586093
2013-01-02,2013-01-02,0.33867343491172514
2013-01-03,2013-01-03,0.3434885001607934
2013-01-04,2013-01-04,0.34265510922840664
2013-01-07,2013-01-07,0.34353172674193694
2013-01-08,2013-01-08,0.3440857009204039
2013-01-09,2013-01-09,0.3443899876445109
2013-01-10,2013-01-10,0.3445963664934557
2013-01-11,2013-01-11,0.34505255997768475
2013-01-14,2013-01-14,0.34412743659874734
2013-01-15,2013-01-15,0.3449323206664504
2013-01-16,2013-01-16,0.3454947541010543
2013-01-17,2013-01-17,0.34545441686371303
2013-01-18,2013-01-18,0.3466286636954057
2013-01-22,2013-01-22,0.3459720706846623
2013-01-23,2013-01-23,0.34669108635973284
2013-01-24,2013-01-24,0.3471935045202595
2013-01-25,2013-01-25,0.34701657019666077
2013-01-28,2013-01-28,0.3478907425497435
2013-01-29,2013-01-29,0.3482673098120794
2013-01-30,2013-01-30,0.3487995654528508
2013-01-31,2013-01-31,0.3497557553873772
2013-02-01,2013-02-01,0.34859239700857186
2013-02-04,2013-02-04,0.34961047841722015
2013-02-05,2013-02-05,0.34945508386600643
2013-02-06,2013-02-06,0.3506191134056726
2013-02-07,2013-02-07,0.3486083153742111
2013-02-08,2013-02-08,0.3481415218434303
2013-02-11,2013-02-11,0.3485894700572276
2013-02-12,2013-02-12,0.34902587038534444
2013-02-13,2013-02-13,0.34940184824608334
2013-02-14,2013-02-14,0.34849088788280913
2013-02-15,2013-02-15,0.3477372111492874
2013-02-19,2013-02-19,0.34774301139182723
2013-02-20,2013-02-20,0.3481627707173492
2013-02-21,2013-02-21,0.34903846275114314
2013-02-22,2013-02-22,0.3498142165975148
2013-02-25,2013-02-25,0.3510955301602656
2013-02-26,2013-02-26,0.3554929186393267
2013-02-27,2013-02-27,0.3559799979806801
2013-02-28,2013-02-28,0.35849065862307156
2013-03-01,2013-03-01,0.3583822602889009
2013-03-04,2013-03-04,0.3586464983371106
2013-03-05,2013-03-05,0.35892736330789715
2013-03-06,2013-03-06,0.35991708664034155
2013-03-07,2013-03-07,0.35960611265998915
2013-03-08,2013-03-08,0.35983949277842386
2013-03-11,2013-03-11,0.3565619777285539
2013-03-12,2013-03-12,0.3560586427454505
2013-03-13,2013-03-13,0.35527441992338094
2013-03-14,2013-03-14,0.3551344690021072
2013-03-15,2013-03-15,0.35563650810348535
2013-03-18,2013-03-18,0.3522720535462279
2013-03-19,2013-03-19,0.3530021423948704
2013-03-20,2013-03-20,0.35273947841658176
2013-03-21,2013-03-21,0.3532615677691189
2013-03-22,2013-03-22,0.3541869071952141
2013-03-25,2013-03-25,0.35426196239801166
2013-03-26,2013-03-26,0.3544940381938202
2013-03-27,2013-03-27,0.3547678137461385
2013-03-28,2013-03-28,0.35468528075795186
2013-04-01,2013-04-01,0.3526611723488723
2013-04-02,2013-04-02,0.3530886167212294
2013-04-03,2013-04-03,0.3524851688579058
2013-04-04,2013-04-04,0.3540922850069363
2013-04-05,2013-04-05,0.35437821923252194
2013-04-08,2013-04-08,0.3538742561616142
2013-04-09,2013-04-09,0.3544960691236049
2013-04-10,2013-04-10,0.3529646556717014
2013-04-11,2013-04-11,0.3549273883618079
2013-04-12,2013-04-12,0.3523682971448223
2013-04-15,2013-04-15,0.34724727951271456
2013-04-16,2013-04-16,0.35523617471560276
2013-04-17,2013-04-17,0.3556297599123291
2013-04-18,2013-04-18,0.3566243689040877
2013-04-19,2013-04-19,0.35701964971315175
2013-04-22,2013-04-22,0.3552957675204217
2013-04-23,2013-04-23,0.35528872044853066
2013-04-24,2013-04-24,0.35682997597150345
2013-04-25,2013-04-25,0.3561325120433098
2013-04-26,2013-04-26,0.3532714237567534
2013-04-29,2013-04-29,0.3540836402711877
2013-04-30,2013-04-30,0.3535032104862326
2013-05-01,2013-05-01,0.3532782652723253
