Portfolio: PCA Portfolio 3

Portfolio Statistics:
Annual_Return                                                          0.126868
Annual_Volatility                                                      0.182804
Sharpe_Ratio                                                           0.694012
Historical_VaR_Breach_Rate                                             4.481793
LSTM_VaR_Breach_Rate                                                   1.120448
Skewness                                                              -0.938706
Excess_Kurtosis                                                       15.996688
Max_Drawdown                                                          -0.145093
VaR_95_Historical                                                     -0.017468
Annual_Turnover               [0.014278014439476358, 0.016909961005680457, 0...
Mean_Explained_Variance                                                0.034447
Weight_Stability                                                            NaN
Max_Single_Stock_Exposure                                                   NaN

Risk Metrics Summary:
Historical_VaR_Breach_Rate        4.481793
LSTM_VaR_Breach_Rate              1.120448
Avg_Historical_VaR               -0.012110
Avg_Historical_ES                -0.014409
Avg_LSTM_VaR                     -0.016671
Avg_LSTM_ES                      -0.020120
LSTM_Prediction_MAE               0.006667
LSTM_Prediction_MSE               0.000067
LSTM_Prediction_Std               0.002407
Actual_Returns_Std                0.007171
LSTM_VaR_Coverage_Ratio           0.224090
Historical_VaR_Coverage_Ratio     0.896359
LSTM_ES_vs_Historical_ES_Ratio    1.396388

Portfolio Composition:
       Stock        Weight  Risk_Contribution  Expected_Shortfall_Contribution  Weight_Percentage
AMGN    AMGN  1.351481e-03       2.049875e-05                    -5.401019e-05           0.135148
CHTR    CHTR  1.338241e-03       2.512392e-05                    -5.772682e-05           0.133824
BLK      BLK  1.324198e-03       2.297112e-05                    -5.536361e-05           0.132420
KIM      KIM  1.319209e-03       2.615305e-05                    -5.767768e-05           0.131921
NSC      NSC  1.318165e-03       2.248547e-05                    -5.615185e-05           0.131817
ROP      ROP  1.302633e-03       1.859949e-05                    -5.684830e-05           0.130263
DVA      DVA  1.293886e-03       2.388300e-05                    -6.113213e-05           0.129389
J          J  1.248470e-03       2.200662e-05                    -5.162837e-05           0.124847
DD        DD  1.240495e-03       2.430827e-05                    -5.477499e-05           0.124049
APD      APD  1.231997e-03       1.886159e-05                    -5.369708e-05           0.123200
BAX      BAX  1.230926e-03       1.846496e-05                    -5.632699e-05           0.123093
DLTR    DLTR  1.226425e-03       2.435115e-05                    -6.305572e-05           0.122642
PEP      PEP  1.218267e-03       1.323853e-05                    -5.271642e-05           0.121827
SWK      SWK  1.207409e-03       2.439331e-05                    -5.502378e-05           0.120741
FMC      FMC  1.200358e-03       2.344659e-05                    -5.159352e-05           0.120036
LH        LH  1.184123e-03       1.825785e-05                    -5.467313e-05           0.118412
CRM      CRM  1.157644e-03       2.627041e-05                    -5.141713e-05           0.115764
DRI      DRI  1.152064e-03       2.335590e-05                    -5.893612e-05           0.115206
AZO      AZO  1.143781e-03       1.688810e-05                    -5.546038e-05           0.114378
MTCH    MTCH  1.124995e-03       2.903508e-05                    -5.250473e-05           0.112499
HUM      HUM  1.119976e-03       2.139516e-05                    -5.341224e-05           0.111998
PTC      PTC  1.108323e-03       2.297613e-05                    -4.934067e-05           0.110832
AXON    AXON  1.095035e-03       3.338977e-05                    -5.381111e-05           0.109503
NDAQ    NDAQ  1.090930e-03       1.732154e-05                    -4.397855e-05           0.109093
KKR      KKR  1.088524e-03       2.313890e-05                    -4.819445e-05           0.108852
GLW      GLW  1.084288e-03       2.036107e-05                    -4.706809e-05           0.108429
BXP      BXP  1.081590e-03       1.933951e-05                    -4.467063e-05           0.108159
GIS      GIS  1.077883e-03       1.296572e-05                    -4.448354e-05           0.107788
MOS      MOS  1.075484e-03       2.813412e-05                    -5.046959e-05           0.107548
DAL      DAL  1.071833e-03       2.749049e-05                    -4.912795e-05           0.107183
GE        GE  1.067913e-03       2.108841e-05                    -4.744161e-05           0.106791
ERIE    ERIE  1.067800e-03       1.683795e-05                    -4.845540e-05           0.106780
HOLX    HOLX  1.022850e-03       1.795796e-05                    -4.531314e-05           0.102285
CSCO    CSCO  1.017337e-03       1.667595e-05                    -4.825934e-05           0.101734
TROW    TROW  1.005429e-03       1.813020e-05                    -4.319852e-05           0.100543
MOH      MOH  1.005402e-03       2.530304e-05                    -4.722957e-05           0.100540
TPR      TPR  9.944211e-04       2.514929e-05                    -4.932642e-05           0.099442
BBY      BBY  9.847954e-04       2.420949e-05                    -4.729771e-05           0.098480
AEP      AEP  9.662735e-04       1.184608e-05                    -3.864320e-05           0.096627
GNRC    GNRC  9.654324e-04       2.598998e-05                    -4.658286e-05           0.096543
DOV      DOV  9.646392e-04       1.620284e-05                    -4.015334e-05           0.096464
LUV      LUV  9.639345e-04       2.024217e-05                    -4.180696e-05           0.096393
MAR      MAR  9.572540e-04       1.852499e-05                    -4.268516e-05           0.095725
CNP      CNP  9.359123e-04       1.447375e-05                    -4.293553e-05           0.093591
HSIC    HSIC  9.244270e-04       1.412006e-05                    -4.011371e-05           0.092443
ULTA    ULTA  9.231621e-04       2.252777e-05                    -4.297011e-05           0.092316
CNC      CNC  9.205102e-04       2.092785e-05                    -4.335134e-05           0.092051
TSCO    TSCO  9.201184e-04       1.675130e-05                    -3.878008e-05           0.092012
MNST    MNST  9.198662e-04       1.776007e-05                    -4.154462e-05           0.091987
F          F  9.116974e-04       1.966721e-05                    -4.094569e-05           0.091170
MDT      MDT  9.077840e-04       1.281350e-05                    -3.845214e-05           0.090778
ZBRA    ZBRA  8.988840e-04       2.037072e-05                    -4.232653e-05           0.089888
MMM      MMM  8.842973e-04       1.291411e-05                    -3.795574e-05           0.088430
LDOS    LDOS  8.818333e-04       1.513571e-05                    -4.435614e-05           0.088183
ALGN    ALGN  8.795094e-04       2.518908e-05                    -4.315241e-05           0.087951
PPG      PPG  8.520314e-04       1.366870e-05                    -3.605700e-05           0.085203
CF        CF  8.436121e-04       2.087464e-05                    -3.701961e-05           0.084361
KDP      KDP  8.069693e-04       1.106089e-05                    -3.197272e-05           0.080697
LYV      LYV  7.869166e-04       1.877474e-05                    -3.672878e-05           0.078692
IPG      IPG  7.854782e-04       1.606723e-05                    -3.535457e-05           0.078548
MGM      MGM  7.768396e-04       2.217299e-05                    -3.758264e-05           0.077684
FI        FI  7.648131e-04       1.126432e-05                    -3.192751e-05           0.076481
HPQ      HPQ  7.587809e-04       1.626885e-05                    -3.612243e-05           0.075878
CCL      CCL  7.471669e-04       2.289286e-05                    -4.099604e-05           0.074717
CMI      CMI  7.269898e-04       1.343214e-05                    -3.054128e-05           0.072699
BRO      BRO  7.166621e-04       9.820466e-06                    -3.077851e-05           0.071666
FIS      FIS  7.142356e-04       1.225904e-05                    -3.247016e-05           0.071424
CE        CE  7.095371e-04       1.541029e-05                    -3.297193e-05           0.070954
GILD    GILD  7.043978e-04       1.219291e-05                    -3.128917e-05           0.070440
CAG      CAG  6.964180e-04       1.014718e-05                    -3.117634e-05           0.069642
LIN      LIN  6.921193e-04       9.307184e-06                    -2.646968e-05           0.069212
FDS      FDS  6.882540e-04       1.078103e-05                    -3.047981e-05           0.068825
DTE      DTE  6.719975e-04       8.728278e-06                    -2.958087e-05           0.067200
MMC      MMC  6.588121e-04       8.200568e-06                    -2.729897e-05           0.065881
AON      AON  6.490078e-04       8.966973e-06                    -2.732068e-05           0.064901
FE        FE  6.254080e-04       9.424177e-06                    -2.722815e-05           0.062541
AEE      AEE  6.242944e-04       8.179660e-06                    -2.688658e-05           0.062429
INCY    INCY  6.240545e-04       1.625702e-05                    -2.784115e-05           0.062405
CAH      CAH  6.161104e-04       1.032486e-05                    -2.765613e-05           0.061611
DUK      DUK  6.112644e-04       7.177685e-06                    -2.542379e-05           0.061126
POOL    POOL  6.070477e-04       1.114175e-05                    -2.615656e-05           0.060705
JBL      JBL  5.962026e-04       1.383669e-05                    -2.792461e-05           0.059620
INTC    INTC  5.952358e-04       1.211768e-05                    -2.737487e-05           0.059524
KMX      KMX  5.902083e-04       1.344007e-05                    -2.709436e-05           0.059021
K          K  5.808318e-04       7.263297e-06                    -2.677886e-05           0.058083
AKAM    AKAM  5.126521e-04       1.133370e-05                    -2.502195e-05           0.051265
NI        NI  5.110814e-04       7.089098e-06                    -2.191229e-05           0.051108
JCI      JCI  5.103208e-04       8.160437e-06                    -2.168711e-05           0.051032
CPB      CPB  5.043472e-04       6.899478e-06                    -2.311409e-05           0.050435
JBHT    JBHT  4.903470e-04       8.073942e-06                    -2.033964e-05           0.049035
MKTX    MKTX  4.622367e-04       9.715586e-06                    -2.072641e-05           0.046224
SO        SO  4.606786e-04       5.566211e-06                    -2.038719e-05           0.046068
WEC      WEC  4.500498e-04       5.716751e-06                    -1.889767e-05           0.045005
ATO      ATO  4.424202e-04       5.682092e-06                    -1.841853e-05           0.044242
MHK      MHK  4.379429e-04       1.045065e-05                    -2.008464e-05           0.043794
FDX      FDX  4.271537e-04       8.089817e-06                    -1.915331e-05           0.042715
RCL      RCL  4.050473e-04       1.232892e-05                    -2.151967e-05           0.040505
PEG      PEG  4.031268e-04       5.286938e-06                    -1.558389e-05           0.040313
EIX      EIX  4.017909e-04       6.025340e-06                    -1.813449e-05           0.040179
COR      COR  3.850161e-04       5.899064e-06                    -1.627061e-05           0.038502
EXC      EXC  3.778512e-04       5.415147e-06                    -1.607498e-05           0.037785
CRL      CRL  3.740153e-04       7.547098e-06                    -1.703626e-05           0.037402
PPL      PPL  3.525975e-04       4.683324e-06                    -1.592440e-05           0.035260
WAB      WAB  3.481474e-04       6.584120e-06                    -1.512215e-05           0.034815
WBA      WBA  3.410024e-04       6.563912e-06                    -1.577009e-05           0.034100
EXPE    EXPE  3.357264e-04       9.095223e-06                    -1.682376e-05           0.033573
SJM      SJM  3.262078e-04       4.351349e-06                    -1.419284e-05           0.032621
CTSH    CTSH  3.242853e-04       5.988162e-06                    -1.500619e-05           0.032429
FFIV    FFIV  3.213904e-04       6.912994e-06                    -1.492417e-05           0.032139
MLM      MLM  3.126930e-04       6.031102e-06                    -1.293462e-05           0.031269
HRL      HRL  3.020550e-04       3.956237e-06                    -1.332630e-05           0.030205
TMUS    TMUS  3.017817e-04       6.717545e-06                    -1.466610e-05           0.030178
PCG      PCG  3.014258e-04       9.498054e-06                    -1.984147e-05           0.030143
CMS      CMS  2.819735e-04       3.498085e-06                    -1.185698e-05           0.028197
D          D  2.733079e-04       3.585592e-06                    -1.177342e-05           0.027331
GEN      GEN  2.570882e-04       5.114755e-06                    -1.199405e-05           0.025709
OMC      OMC  2.556400e-04       4.015725e-06                    -1.090460e-05           0.025564
TEL      TEL  2.530475e-04       4.231657e-06                    -1.033178e-05           0.025305
LNT      LNT  2.407361e-04       3.034089e-06                    -9.652945e-06           0.024074
HST      HST  2.362415e-04       4.906706e-06                    -1.028871e-05           0.023624
WBD      WBD  2.352840e-04       5.840721e-06                    -1.078923e-05           0.023528
FTNT    FTNT  2.290958e-04       5.989469e-06                    -1.107257e-05           0.022910
AJG      AJG  2.093660e-04       2.688190e-06                    -8.810948e-06           0.020937
VMC      VMC  2.065523e-04       4.144263e-06                    -8.837477e-06           0.020655
TGT      TGT  2.057914e-04       3.620667e-06                    -9.097557e-06           0.020579
IBM      IBM  2.034050e-04       2.846606e-06                    -9.206176e-06           0.020340
MKC      MKC  2.029393e-04       2.651717e-06                    -8.669179e-06           0.020294
MCK      MCK  1.979959e-04       3.306135e-06                    -8.595263e-06           0.019800
TSLA    TSLA  1.915354e-04       6.753169e-06                    -1.001516e-05           0.019154
CHRW    CHRW  1.846659e-04       2.955633e-06                    -8.606218e-06           0.018467
ZBH      ZBH  1.806729e-04       2.919892e-06                    -7.800824e-06           0.018067
WYNN    WYNN  1.761495e-04       5.044356e-06                    -8.437113e-06           0.017615
LKQ      LKQ  1.757756e-04       3.511115e-06                    -8.140164e-06           0.017578
CME      CME  1.744512e-04       2.731577e-06                    -7.571342e-06           0.017445
HUBB    HUBB  1.688835e-04       2.810975e-06                    -7.301327e-06           0.016888
VTRS    VTRS  1.435388e-04       3.163941e-06                    -6.448047e-06           0.014354
UPS      UPS  1.431911e-04       2.098434e-06                    -6.101230e-06           0.014319
CBOE    CBOE  1.222879e-04       1.879584e-06                    -5.192197e-06           0.012229
FCX      FCX  1.183026e-04       3.679607e-06                    -5.825108e-06           0.011830
DGX      DGX  1.080116e-04       1.556683e-06                    -4.738515e-06           0.010801
BDX      BDX  1.033621e-04       1.325608e-06                    -4.317853e-06           0.010336
NDSN    NDSN  9.707673e-05       1.808027e-06                    -4.445643e-06           0.009708
TDY      TDY  9.260074e-05       1.566535e-06                    -4.054005e-06           0.009260
VRSN    VRSN  9.145235e-05       1.497054e-06                    -4.064546e-06           0.009145
PFE      PFE  8.135167e-05       1.114278e-06                    -3.162633e-06           0.008135
HSY      HSY  6.017284e-05       7.659922e-07                    -2.751125e-06           0.006017
LVS      LVS  5.743587e-05       1.411255e-06                    -2.610322e-06           0.005744
ED        ED  5.622804e-05       6.661657e-07                    -2.382018e-06           0.005623
EVRG    EVRG  5.141250e-05       6.811037e-07                    -2.291202e-06           0.005141
GRMN    GRMN  4.291079e-05       7.471024e-07                    -1.870751e-06           0.004291
ELV      ELV  4.191084e-05       7.421958e-07                    -1.901652e-06           0.004191
HON      HON  3.952136e-05       5.689929e-07                    -1.674502e-06           0.003952
BX        BX  3.606775e-05       7.904475e-07                    -1.561545e-06           0.003607
BA        BA  2.917976e-05       6.586387e-07                    -1.394844e-06           0.002918
MA        MA  1.419942e-05       2.440957e-07                    -5.975136e-07           0.001420
ES        ES  6.705406e-08       9.025339e-10                    -2.781027e-09           0.000007
