Date,Portfolio,Actual_Returns,LSTM_Predicted_Returns,Historical_VaR,Historical_ES,LSTM_VaR,LSTM_ES,Historical_VaR_Breach,LSTM_VaR_Breach,Historical_ES_Breach,LSTM_ES_Breach
2023-06-20 00:00:00,S&P 500 (Equal-Weight),-0.008578494381219158,0.0031357033,-0.01916286065590448,-0.024965188870123358,-0.009360566218723346,-0.012535122813626197,0.0,0.0,0.0,0.0
2023-06-21 00:00:00,S&P 500 (Equal-Weight),-0.0008866740711521549,0.0006566235,-0.018004417119441583,-0.02364855617192447,-0.012806937078252137,-0.01622722463604485,0.0,0.0,0.0,0.0
2023-06-22 00:00:00,S&P 500 (Equal-Weight),-0.0035329746040778285,0.0025203135,-0.018004417119441583,-0.02364855617192447,-0.009249918620332833,-0.012240032428946893,0.0,0.0,0.0,0.0
2023-06-23 00:00:00,S&P 500 (Equal-Weight),-0.008528079289377927,0.00052047777,-0.018004417119441583,-0.02364855617192447,-0.01107762895663251,-0.014024015974503517,0.0,0.0,0.0,0.0
2023-06-26 00:00:00,S&P 500 (Equal-Weight),0.005792723517387845,-0.007312084,-0.018004417119441583,-0.02364855617192447,-0.02217631640121785,-0.025952431086752804,0.0,0.0,0.0,0.0
2023-06-27 00:00:00,S&P 500 (Equal-Weight),0.01194869294459648,-0.0025113504,-0.018004417119441583,-0.02364855617192447,-0.01646235619374039,-0.0200064744894394,0.0,0.0,0.0,0.0
2023-06-28 00:00:00,S&P 500 (Equal-Weight),-0.0020332992823879105,0.0002417809,-0.018004417119441583,-0.02364855617192447,-0.014791368868821217,-0.018610395401671944,0.0,0.0,0.0,0.0
2023-06-29 00:00:00,S&P 500 (Equal-Weight),0.007471839209099543,0.0060586464,-0.018004417119441583,-0.02364855617192447,-0.008316859158718656,-0.011968817521585077,0.0,0.0,0.0,0.0
2023-06-30 00:00:00,S&P 500 (Equal-Weight),0.009409028372873923,0.00623791,-0.018004417119441583,-0.02364855617192447,-0.006690402068567414,-0.00997471494138738,0.0,0.0,0.0,0.0
2023-07-03 00:00:00,S&P 500 (Equal-Weight),0.002987900825375226,0.004149687,-0.018004417119441583,-0.02364855617192447,-0.00832654782453303,-0.011496014808884684,0.0,0.0,0.0,0.0
2023-07-05 00:00:00,S&P 500 (Equal-Weight),-0.004946772028206371,0.0027149785,-0.018004417119441583,-0.02364855617192447,-0.009823103324074739,-0.013008281946574028,0.0,0.0,0.0,0.0
2023-07-06 00:00:00,S&P 500 (Equal-Weight),-0.008118575631377712,0.001870911,-0.018004417119441583,-0.02364855617192447,-0.011810021575364465,-0.015285530384050797,0.0,0.0,0.0,0.0
2023-07-07 00:00:00,S&P 500 (Equal-Weight),0.0012017255593479823,-0.0013545662,-0.018004417119441583,-0.02364855617192447,-0.015875734442301274,-0.019564697013722567,0.0,0.0,0.0,0.0
2023-07-10 00:00:00,S&P 500 (Equal-Weight),0.008186732443794142,0.0030891092,-0.018004417119441583,-0.02364855617192447,-0.008444234003982535,-0.011374168475056597,0.0,0.0,0.0,0.0
2023-07-11 00:00:00,S&P 500 (Equal-Weight),0.010144936059014285,0.00053005206,-0.018004417119441583,-0.02364855617192447,-0.011172974706512172,-0.01414601564662896,0.0,0.0,0.0,0.0
2023-07-12 00:00:00,S&P 500 (Equal-Weight),0.0048574393310472155,-0.0020605964,-0.018004417119441583,-0.02364855617192447,-0.015994125199496195,-0.019533803651994662,0.0,0.0,0.0,0.0
2023-07-13 00:00:00,S&P 500 (Equal-Weight),0.004949811859697504,0.0007917944,-0.018004417119441583,-0.02364855617192447,-0.016356789276389217,-0.020713221362580584,0.0,0.0,0.0,0.0
2023-07-14 00:00:00,S&P 500 (Equal-Weight),-0.005315394512970572,0.005279899,-0.018004417119441583,-0.02364855617192447,-0.00953496355502647,-0.013298536356563341,0.0,0.0,0.0,0.0
2023-07-17 00:00:00,S&P 500 (Equal-Weight),0.0014781678301384418,0.0057360316,-0.018004417119441583,-0.02364855617192447,-0.0072112743064814255,-0.010500412339869133,0.0,0.0,0.0,0.0
2023-07-18 00:00:00,S&P 500 (Equal-Weight),0.0054773997445424485,0.0048663956,-0.018004417119441583,-0.02364855617192447,-0.0066032151170528006,-0.00951695896740049,0.0,0.0,0.0,0.0
2023-07-19 00:00:00,S&P 500 (Equal-Weight),0.003911692560097939,0.0032709527,-0.018004417119441583,-0.02364855617192447,-0.007715232125677264,-0.01050616630109827,0.0,0.0,0.0,0.0
2023-07-20 00:00:00,S&P 500 (Equal-Weight),-0.0009129848524705891,0.00084393774,-0.018004417119441583,-0.02364855617192447,-0.010641909126541357,-0.013559777611413653,0.0,0.0,0.0,0.0
2023-07-21 00:00:00,S&P 500 (Equal-Weight),0.0016688076994799737,-0.0031642008,-0.018004417119441583,-0.02364855617192447,-0.018230609939706394,-0.022058085691593822,0.0,0.0,0.0,0.0
2023-07-24 00:00:00,S&P 500 (Equal-Weight),0.0019369908533993989,0.0013775832,-0.018004417119441583,-0.02364855617192447,-0.011978596712587341,-0.01537160525904294,0.0,0.0,0.0,0.0
2023-07-25 00:00:00,S&P 500 (Equal-Weight),0.001922561525397019,0.003757692,-0.018004417119441583,-0.02364855617192447,-0.0076926535488472895,-0.010601503251675033,0.0,0.0,0.0,0.0
