,Component_1,Component_2,Component_3,Component_4,Component_5
2016-03-08,0.4138913707622927,0.05227599449211272,0.03695860680276501,0.02133078402698381,0.015013162017368426
2016-03-09,0.41392496707685383,0.05344728814837735,0.03680300260727298,0.02146666811269483,0.014987168847782876
2016-03-10,0.4122138309944116,0.05343098519202,0.03686978021511453,0.021337954487878636,0.015040389855515441
2016-03-11,0.41212518361977546,0.05323176891977447,0.03676705591752262,0.021338095935338412,0.0149155941719249
2016-03-14,0.4126328524599142,0.053269150282024245,0.036640357372988895,0.021279685636589354,0.01501073896834621
2016-03-15,0.4124110969960004,0.053316428164701224,0.03659090196215475,0.021266028778995003,0.015029506588189582
2016-03-16,0.4107152473908254,0.05357642233254652,0.036686919156155615,0.021499583291389242,0.015071214687390023
2016-03-17,0.4109420125701693,0.05347469520841421,0.03680682481695885,0.021644510803764064,0.015069577772288472
2016-03-18,0.4098131529589618,0.05337645927959396,0.03743884366105001,0.02140868657986419,0.015086773385910194
2016-03-21,0.4094649621509856,0.05387435014153629,0.037171094903346566,0.021383180806719554,0.015064451574171448
2016-03-22,0.4087680446230455,0.05393532855027184,0.03717119700980031,0.02143787669928324,0.015073739496709943
2016-03-23,0.4087436401887622,0.053945857502756656,0.03722286010431311,0.021519009944168808,0.015090622139964876
2016-03-24,0.4085350470267323,0.054310893047601644,0.037187127587507474,0.021643984292120215,0.015062490379834292
2016-03-28,0.40650711421888214,0.054509346825183956,0.037146655968632834,0.02181191434403382,0.015150740488285073
2016-03-29,0.4066388871476723,0.05446094628812659,0.03717613811465749,0.021797345277541243,0.015158506005551948
2016-03-30,0.40759486767169417,0.054444476650228085,0.037006696637225785,0.022015342021204237,0.01503916236944973
2016-03-31,0.40608941741033344,0.054623736130320996,0.03704685372312169,0.022121201281682972,0.01507754393993329
2016-04-01,0.4057450687902177,0.05463128692823007,0.03705311312986591,0.022247936413053775,0.015087165873796207
2016-04-04,0.40580581090649076,0.05465403621262827,0.03705545679287771,0.02228464541789821,0.015080836706718065
2016-04-05,0.40558443868768645,0.0546581065422602,0.0371540577994188,0.022295907930387323,0.01506431538859844
2016-04-06,0.4062209612655963,0.054563028825722205,0.03690023750562599,0.02220060765629694,0.0150353812545011
2016-04-07,0.4065157096499628,0.0543928732786714,0.03692769992652321,0.022277695489067214,0.015009932298070705
2016-04-08,0.4072609269934847,0.054355682799411296,0.03679090733157807,0.022262528301865456,0.014971595181710776
2016-04-11,0.40770084730069633,0.05399870276666627,0.03696200799027923,0.022258163683446398,0.014937801142895168
2016-04-12,0.4078860497213233,0.05420461333237528,0.037068822935987455,0.022221275276215494,0.014977528276726774
2016-04-13,0.40838402243485045,0.05413013972145671,0.0370936586601838,0.022154417318849012,0.014939698708552072
2016-04-14,0.40838907686002696,0.05545570387835959,0.03688316965807267,0.022100491794088496,0.01490495050100716
2016-04-15,0.4084149242224848,0.05518828912406034,0.036597889071432306,0.02210475777586784,0.014917951309959633
2016-04-18,0.4085880293324256,0.05540625964386353,0.03655856613569326,0.022115458331478096,0.014901687987235722
2016-04-19,0.40836789340594287,0.05548716947741486,0.03657625371337009,0.0220042056394729,0.014898777147202537
2016-04-20,0.40746976491154036,0.055629856959260135,0.0367986287091489,0.021985853222988738,0.015053500311696912
